#Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
38900,REINTEGRO DE PRESUPOSTOS PECHADOS,0,0,0,167485.11
38901,REINTEGRO DOS ANUNCIOS POR CONTA DE PARTICULARES,6000,0,6000,1261.03
38903,OTROS REINTEGROS DE OPERACIONES CORRIENTES.,0,0,0,0
39100,MULTAS URBANISTICAS,15000,0,15000,102434.92
39110,MULTAS TRIBUTARIAS,135000,72180.62,207180.62,296228.62
39120,SANCIONS DE TRAFICO,1450000,0,1450000,1187978.3
39121,MULTAS DA ORA,0,0,0,0
39190,MULTAS MEDIO AMBENTE,25000,0,25000,63472.86
39191,MULTAS COERCITIVAS,60000,0,60000,91300
39192,SANCIÓNS PREVENCIÓN CONSUMO BEBIDAS ALCOHÓLICAS,1,0,1,3154.02
39199,OUTRAS MULTAS,0,0,0,0
39200,RECARGO POR DECLARACIÓN EXTEMPORÁNEA SIN REQUERIMI. PREVIO,30000,0,30000,0
39211,RECARGO DE PREMA,250000,0,250000,318498.33
39300,XUROS DE MORA,350000,183057.89,533057.89,632403.73
39601,APORTACIONS PROXECTO COMPENSACION POLG.B SUNP6 SAN LAZARO,0,0,0,0
39610,COTAS DE URBANIZACION,0,3043656.49,3043656.49,3043656.49
39710,OTROS INGRESOS POR APROVECHAMIENTOS URBANÍSTICOS.,1000000,122118.44,1122118.44,122118.44
39900,OUTROS INGRESOS DERVIADOS DA XESTIÓN DE MULTAS,90000,0,90000,105462.08
39901,INGRESOS POR DANOS BENS MUNICIPAIS. SINIESTROS,80000,0,80000,50376.58
39902,ACTUACIONS URBANISTICAS A CARGO DE PARTICULARES. EXSUB,100000,0,100000,122431.07
39903,OUTROS INGRESOS DIVERSOS,20000,34000,54000,55638.06
39904,SUBMINISTROS A EDIFICIOS PÚBLICOS,500000,0,500000,33908.01
39905,O.A.ACTUACIONS URBANISTICAS.DIF.ADX. E INDEMNIZACIÓNS,0,367217.3,367217.3,367217.3
39907,INCAUTACIÓN DE FIANZAS E PENALIDADES,0,0,0,0
39910,COSTAS,500,0,500,21378.47
39990,INGRESOS DERIVADOS DE OBRIGAS CONTRACTUAIS,0,0,0,0
39991,OUTROS INGRESOS DIVERSOS,5000,0,5000,4453.66
42003,PLAN CONCERTADO PRA CENTROS SOCIAIS,0,22369,22369,22369
42010,PARTICIPACION TRIBUTOS.FONDO COMPLEMENTARIO DE FINANCIACIÓN.,16560647.12,0,16560647.12,15726994.1
42021,COMPENSACIÓN IAE,0,0,0,2624924.96
42090,TRANSFERENCIAS CORRENTES DA ADMINISTRACION XERAL DO ESTADO,87100,40273.33,127373.33,202800.01
42091,SUBVENCIONS DO ESTADO PARA O PACTO LOCAL POLO EMPREGO (FSE),0,237609.92,237609.92,0
42098,SUBVENCIONS DO ESTADO. SUBVENCION DO TRANSPORTE,500000,0,500000,383307.84
42103,SUBVENCIONS CORRENTES ESTADO.ORGANISMOS AUTONOMOS ADMINIS,15000,0,15000,7192
45000,PARTICIPACION TRIBUTOS CCAA.FONDO GALEGO COOPERACION LOCAL,3656236.48,0,3656236.48,4553773.86
45001,OUTRAS TRANSFERENCIAS INCONDICIONADAS. ESTATUTO CAPITALIDADE,2703000,0,2703000,1802000
45002,TRANS CTES  DE CONVENIOS SERVICIOS SOCIALES.ESCOLAS INFANTIS,0,0,0,0
45006,TRANSFERENCIAS CORRENTES.XUNTA DE GALICIA,0,24193.02,24193.02,0
45007,DE LA ADMINISTRACIÓN GENERAL DE LAS COMUNIDADES AUTÓNOMAS.,0,385410.48,385410.48,596495.21
45020,TRANSFERENCIAS CCAA. SERVIZOS SOCIAIS,368000,0,368000,417185.02
45021,TRANSFERENCIAS CCAA. UMAD TRATAMENTO,586000,0,586000,586404.79
45022,TRANSFERENCIAS CCAA.UMAD PREVENCION,120000,0,120000,0
45023,TRANSFERENCIAS DA CCAA MATERIA SOCIAL.CONVENIO UMAD,0,0,0,0
45024,TRANSFERENCIAS DA CCAA EN MATERIA SOCIAL. EMIGRACION,40000,0,40000,25918.07
45030,TRANS CTES EN CUMPL DE CONV SUS CON C.A EN MAT DE EDUCACIÓN,60000,0,60000,57271.2
45050,TRANSFERENCIAS CORRENTES.XUNTA DE GALICIA,0,294772.85,294772.85,171765.41
45060,OTR TRANS CTES CUMPLIMENTO DE CONV SUSCRITOS C.A.,19743.1,0,19743.1,19743.1
45061,OUTRAS TRANSFERENCIAS CCAA. APORTACIONS VARIAS,37147,64640.5,101787.5,145680.35
45062,DE LA ADMINISTRACIÓN GENERAL DE LAS COMUNIDADES AUTÓNOMAS.,0,24971.75,24971.75,0
45100,TRANSFERENCIAS CORRENTES.ORGANISMO AUTONOMO,80000,0,80000,80000
45300,TRANSFERENCIA CORRENT. S A XESTIÓN XACOBEO MANTEMENTO CAMIÑO,0,23658.6,23658.6,0
46100,TRANSFERENCIAS DEPUTACIÓN A CORUÑA.PERSOAL E FUNC BOMBEIROS,0,0,0,0
46101,TRANSFERENCIAS DEPUTACIÓN CSC,180000,0,180000,360000
46102,OUTRAS SUBVENCIONS  DA DEPUTACION,192500,140000,332500,291810.79
46103,TRANSFERENCIAS CORRENTE. DEPUTACION CSC DO RURAIS.,140000,0,140000,140000
46104,TRANSFERENCIAS CORRENTES DEPUTACIÓN. PARQUES E XARDÍNS,0,0,0,0
46105,TRANSFERENCIAS CORRENTES DEPUTACIÓN.CASCO HISTORICO,0,0,0,0
46600,SUBVENCIONS CORRENTES.FEMP,5000,0,5000,5260
46601,SUBVENCIÓNS CORRENTES AGRUPACIONS MUNICIPIO,0,45000,45000,45000
46700,SUBVENCIONS CORRENTES.CONSORCIO DA CIDADE.FOGOS APOSTOLO,260000,0,260000,226000
46701,SUBVENCIONS CORRENTES. CONSORCIO CSC.,0,0,0,0
47000,APORTACIONS DE EMPRESAS PRIVADAS,0,0,0,0
47001,TRANSFERENCIAS CORRENTES.APORTACIÓN DE EMPRESAS PRIVADAS,0,0,0,0
48001,TRANSFERENCIAS CORRENTES.FAMILIAS E INST SEN FIN DE LUCRO,5000,0,5000,0
49000,SUBVENCIONS CORRENTES DO EXTERIOR.,0,202039.98,202039.98,897517.16
49001,TRANSFERENCIAS DO EXTERIOR.,0,23651.6,23651.6,4730.32
49100,SUBVENCIÓNS CORRENTES DO EXTERIOR.FONDOS FEDER.URBAN.,230263.53,100713.73,330977.26,39102.79
49700,OUTRAS TRANSFERENCIAS DA UNION EUROPEA.URBAC II (PROX. SUITE,0,0,0,24819.76
49702,ACHEGA PROXECTO SUITE COMÚNS,0,0,0,28641.5
52000,XUROS DE DEPOSITOS,50000,0,50000,21157.81
52001,XUROS DE COLOCACION DE EXCEDENTES DA TESOURERIA,0,0,0,0
55000,CONCESIONS E APROVEITAMENTOS ESPECIAIS,320000,0,320000,434390.9
55001,CANON CONTRATO CONCESIÓN SERVIZOS ORA E GRÚA,297000,0,297000,30929.02
55002,CANON NOVAS INSTALACIÓNS DEPORTIVAS,15000,0,15000,0
55100,CONCESIÓNS CONTRAPRESTACIÓNS NON PERIÓDICAS,310000,0,310000,0
55400,APROVEITAMENTOS AGRICOLAS E FORESTAIS,3000,0,3000,26433.9
59900,OUTROS INGRESOS PATRIMONIAIS,0,0,0,0
60000,ENAXENACION DE INVERSIÓNS REAIS,0,0,0,0
60300,INGRESOS DERIVADOS DO PATRIMONIO PUBLICO DO SOLO,1147305.26,0,1147305.26,0
68000,REINTEGRO DE PRESUPOSTOS PECHADOS,0,0,0,8349.72
72000,TRANSFERENCIAS DE CAPITAL DO ESTADO.CONVENIO REHABILITACION,565856.48,1790860.78,2356717.26,644922.61
75000,SUB AFECTAS A LA AMORTIZACIÓN DE PRÉST Y OPERACIONES FRAS,0,1524702.56,1524702.56,50190.18
75040,SUBVENCION DA XUNTA PARA OBRA ACCESOS POLIGONO DO TAMBRE,0,62010.94,62010.94,0
75050,TRANSFERENCIAS CAPITAL  SUB C.A.. REMODELACIÓN PRAZA ABASTOS,376815.29,376815.29,753630.58,0
75060,OTRAS TRANSF DE CAPITAL EN CUMP DE CONV SUSCRITOS CON LA C.A,0,600000,600000,600000
75063,TRANSFERENCIAS DE CAPITAL.ORGANISMO AUTONOMO.,0,22164,22164,0
75101,TRANSFERENCIAS DE CAPITAL.ORGANISMO AUTONOMO.CONVENIO REHABI,483949.58,198647.13,682596.71,58730.04
76100,TRANSFERENCIAS DA DIPUTACIÓN PROVINCIAL POS 2011,554028.12,667244.33,1221272.45,522361.74
76102,SUBVENCION DA DEPUTACION.DEPORTES.CESPED ARTIFICIAL SANLAZAR,0,0,0,0
76103,TRANSFERENCIA DIPUTACIÓN PROVINCIAL. SANEAMENTO EN ROCHIÑA,0,0,0,0
76104,TRANSFERENCIAS DA DEPUTACIÓN PROVINCIAL,0,64348.28,64348.28,24997.28
76700,SUBV.CONSORCIO SELVA NEGRA,0,11640.33,11640.33,115859.86
76701,SUBV CONSORCIO. OBRA EXPLANADA SALGUEIRIÑO,0,0,0,0
79100,OUTRAS TRANSFERENCIAS DA UE,180019.21,963864.03,1143883.24,791104.81
83000,REINTEGRO DE ANTICIPOS O PERSOAL,80000,0,80000,80706.28
87000,PARA GASTOS GENERALES.,0,0,0,0
87010,REMANENTE DE TESOURERÍA PARA GASTOS CO FINANCIACIÓN AFECTADA,0,13820508.4,13820508.4,0
91301,PRÉSTAM RECIBIDOS A L/P DE ENTES DE FUERA DEL SECTOR PÚBLICO,0,4656913.08,4656913.08,12733132.47
#,TOTALES,92580508.43,30224190.65,122804699.08,111217380.69
