#Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos,,,,
32900,LICENCIAS AUTOTAXIS E VEHICULOS DE ALUGUER,9000,,,,,,,
32904,MATRIMONIOS,8000,,,,,,,
33000,GRUA E ORA,1327650,,,,,,,
33100,OCUPACION VIA PÚBLICA CON VADOS,260000,,,,,,,
33200,"OCUPACIÓN DO SOLO,SUBSOLO E SAÍNTES",1300000,,,,,,,
33500,OCUPACIÓN VÍA PÚBLICA CON MESAS E CADEIRAS,230000,,,,,,,
33600,VENDA AMBULANTE,29000,,,,,,,
33800,INGRESOS DE TELEFÓNICA,350000,,,,,,,
33900,OCUPACION VIA PUBLICA CON VALOS E ANDAMIOS,350000,,,,,,,
33903,OUTRAS TASAS.CONCESIÓNS DE USO PÚBLICO MUNICIPAL,108000,,,,,,,
34100,AXUDA A DOMICILIO,485585.3,,,,,,,
34200,SERVIZO DE COMEDORES ESCOLARES,976772,,,,,,,
34201,SERVIZO DE ESCOLAS INFANTÍS DE XESTIÓN MUNICIPAL,160591.43,,,,,,,
34202,SERVIZO DA ESCOLA MUNICIPAL DE MÚSICA,174103.14,,,,,,,
34900,OUTROS PREZOS PÚBLICOS. PROGRAMAS DE CONCILIACIÓN,52530.23,,,,,,,
34901,PUBLICACIÓNS E ACTIVIDADES,100000,,,,,,,
35100,CONTRIBUCIÓNS ESPECIAIS.ESTABLEC.OU AMPLIAC.DE SERVIZOS,637309.48,,,,,,,
38901,REINTEGRO DOS ANUNCIOS POR CONTA DE PARTICULARES,2000,,,,,,,
39100,MULTAS POR INFRACCIONES URBANÍSTICAS.,75000,,,,,,,
39110,MULTAS TRIBUTARIAS,125000,,,,,,,
39120,SANCIÓNS DE TRÁFICO,3175000,,,,,,,
39190,MULTAS MEDIO AMBIENTE (CONCEPTO XENÉRICO),75000,,,,,,,
39191,MULTAS COERCITIVAS,40000,,,,,,,
39193,MULTAS. OUTRAS MULTAS E SANCIÓNS NON INCLUÍDAS NOUTROS CONCE,50000,,,,,,,
39200,RECARGO POR DECLARACIÓN EXTEMPORÁNEA,50000,,,,,,,
39211,RECARGO DE PREMA,450000,,,,,,,
39300,XUROS DE MORA,250000,,,,,,,
39900,OUTROS INGRESOS DERIVADOS DA XESTIÓN DE MULTAS,83000,,,,,,,
39901,INGRESOS POR DANOS BENS MUNICIPAIS.SINISTROS,64000,,,,,,,
39902,ACTUACIÓNS POR EXECUCIONS SUBSIDIARIAS. EXSUB,10000,,,,,,,
39903,OUTROS INGRESOS DIVERSOS,22000,,,,,,,
39906,OUTROS INGRESOS DE CONDENAS EN PROCEDEMENTOS XUDICIAIS,10000,,,,,,,
39909,OUTROS INGRESOS DIVERSOS.CONVENIOS FINANC ACTIVID DE FESTAS,20000,,,,,,,
39910,COSTAS,1000,,,,,,,
39991,OUTROS INGRESOS DIVERSOS,85000,,,,,,,
42010,PARTICIPACIÓN TRIBUTOS.FONDO COMPLEMENTARIO DE FINANCIACIÓN.,21388455.72,,,,,,,
42021,COMPENSACIÓN IAE,3138173.64,,,,,,,
42090,OTRAS TRANSF CORRIENTES DE LA ADMÓN GENERAL DEL ESTADO.,29713.81,,,,,,,
42098,SUBVENCIONS DO ESTADO. SUBVENCION DO TRANSPORTE,550000,,,,,,,
42099,OUTR TRANSF CORR DA ADMÓN XERAL DO ESTADO. DOTACIÓN SII IVE.,673862.33,,,,,,,
45000,PARTICIPACIÓN TRIBUTOS CCAA.FONDO GALEGO COOPERACIÓN LOCAL,3699570.35,,,,,,,
45001,OUTRAS TRANSFERENCIAS INCONDICIONADAS.ESTATUTO CAPITALIDADE,2392425,,,,,,,
45020,TRANSFERENCIAS CCAA. SERVIZOS SOCIAIS,2156972.6,,,,,,,
45021,TRANSFERENCIAS CCAA. UMAD TRATAMENTO,533969.92,,,,,,,
45022,TRANSFERENCIAS CCAA.UMAD PREVENCION,57813.33,,,,,,,
45023,TRANSFERENCIAS  CCAA MULLER,45000,,,,,,,
45025,TRANSF CORR CA EN MAT SOCIAL.PROGR DE EMERXENC E INCL SOCIAL,190190.33,,,,,,,
45030,TRANS CTES EN CUMPL DE CONV SUS CON C.A EN MAT DE EDUCACIÓN,232684.12,,,,,,,
45050,TRANS.CTES CUMPL CONV SUS CON CCAA MAT EMPREGO E DESEN LOCAL,693028.67,,,,,,,
46101,TRANSFERENCIAS DEPUTACIÓN CSC,130000,,,,,,,
46102,OUTRAS SUBVENCIONS  DA DEPUTACION. EDUCACIÓN,10000,,,,,,,
46103,TRANSFERENCIAS CORRENTE. DEPUTACION CSC DO RURAIS.,90000,,,,,,,
46104,TRANSFERENCIAS CORRENTES DEPUTACIÓN. GASTO SOCIAL,125043.94,,,,,,,
46700,SUBVENCIONS CORRENTES.CONSORCIO DA CIDADE.FOGOS APOSTOLO,300000,,,,,,,
49101,SUBVENCIÓN CORRENTES DO EXTERIOR FEDER. EDUSI,132354.11,,,,,,,
55000,CONCESIONS E APROVEITAMENTOS ESPECIAIS,350000,,,,,,,
55002,CANON NOVAS INSTALACIÓNS DEPORTIVAS,18000,,,,,,,
60300,INGRESOS DERIVADOS DO PATRIMONIO PUBLICO DO SOLO,2716599,,,,,,,
72000,TRANSFERENCIAS DE CAPITAL DO ESTADO,910524,,,,,,,
75101,TRANSFERENCIAS DE CAPITAL.ORGANISMO AUTONOMO,206400,,,,,,,
75300,"DE SOC MERC,ENT PÚB EMPR Y OTROS ORGA PÚB DEPEN DE CC.AA",100000,,,,,,,
76100,TRANSFERENCIAS DA DIPUTACIÓN PROVINCIAL POS,1372826.71,,,,,,,
79101,OUTRAS TRANSFERENCIAS DA U.E. FEDER.EDUSI,1138799.2,,,,,,,
79700,OUTRAS TRANSFERENCIAS DA UE,200000,,,,,,,
83000,REINTEGRO DE ANTICIPOS O PERSOAL,65000,,,,,,,
91301,PRÉSTAM RECIBIDOS A L/P DE ENTES DE FORA DO SECTOR PÚBLICO,10939000,,,,,,,
