#Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
38900,REINTEGRO DE PRESUPOSTOS PECHADOS,0,0,0,23292.22
38901,REINTEGRO DOS ANUNCIOS POR CONTA DE PARTICULARES,3000,0,3000,5181.37
39100,MULTAS POR INFRACCIONES URBANÍSTICAS.,98000,0,98000,6500
39110,MULTAS POR INFRACCIONES TRIBUTARIAS E ANÁLOGAS.,120000,0,120000,239618.54
39120,MULTAS POR INFRACCIONES DE LA ORDENANZA DE CIRCULACIÓN.,2050000,0,2050000,1472098.96
39121,MULTAS DA ORA,0,0,0,0
39190,MULTAS MEDIO AMBIENTE,30000,0,30000,151676.23
39191,MULTAS COERCITIVAS,80000,0,80000,55050
39192,SANCIÓNS PREVENCIÓN CONSUMO BEBIDAS ALCOHÓLICAS,10000,0,10000,40365.75
39200,RECARGO POR DECLARACIÓN EXTEMPORÁNEA SIN REQUERIMI. PREVIO,20000,0,20000,31713.74
39211,RECARGO DE PREMA,275000,0,275000,321893.35
39300,XUROS DE MORA,350000,4009.85,354009.85,640996.57
39601,APORTACIONS PROXECTO COMPENSACION POLG.B SUNP6 SAN LAZARO,0,0,0,0
39610,CUOTAS DE URBANIZACIÓN.,0,41715.2,41715.2,41715.2
39710,OTROS INGRESOS POR APROVECHAMIENTOS URBANÍSTICOS.,0,50000,50000,50000
39900,OUTROS INGRESOS DERIVADOS DA XESTIÓN DE MULTAS,70000,0,70000,89621.96
39901,INGRESOS POR DANOS BENS MUNICIPAIS.SINISTROS,50000,0,50000,58249.22
39902,EXECUCIONS SUBSIDIARIAS,91000,0,91000,54837.91
39903,OUTROS INGRESOS DIVERSOS,10000,36000,46000,46000
39904,SUMINISTROS A EDIFICIOS PÚBLICOS,100000,0,100000,31887.03
39905,COMPENSACION 10% APROVEITAMENTO URBANIS,0,0,0,0
39906,OTROS INGRESOS DE CONDENAS EN PROCEDEMENTOS XUDICIAIS,0,0,0,13150.31
39910,COSTAS DA VIA DE CONSTRIXIMENTO,15000,0,15000,7367.64
39916,OUTROS INGRESOS DIVERSOS URBANISMO,0,0,0,29816.45
39991,OUTROS INGRESOS DIVERSOS,5000,0,5000,25812.25
42001,DE LA ADMINISTRACIÓN GENERAL DEL ESTADO.,0,0,0,0
42010,FONDO COMPLEMENTARIO DE FINANCIACIÓN.,18669290,0,18669290,16632359.23
42021,COMPENSACIÓN IAE,2500000,0,2500000,2792638.24
42090,OTRAS TRANSF CORRIENTES DE LA ADMÓN GENERAL DEL ESTADO.,81625,0,81625,0
42091,SUBVENCIONS DO ESTADO PARA O PACTO LOCAL POLO EMPREGO (FSE),278773.45,0,278773.45,557387.46
42092,SUBVENCIONS CORRENTES DO ESTADO. UMAD,35199,0,35199,38571
42098,SUBVENCIONS DO ESTADO. SUBVENCION DO TRANSPORTE,500000,0,500000,399454.43
45000,PARTICIPACIÓN EN TRIBUTOS DE LA COMUNIDAD AUTÓNOMA.,3656236.48,0,3656236.48,3539671.58
45001,OUTRAS TRANSFERENCIAS INCONDICIONADAS.ESTATUTO CAPITALIDADE,2297550,0,2297550,2297550
45006,TRANSFERENCIAS CORRENTES.XUNTA DE GALICIA,0,0,0,3463.34
45007,DE LA ADMINISTRACIÓN GENERAL DE LAS COMUNIDADES AUTÓNOMAS.,0,0,0,5896.95
45020,TRANSFERENCIAS CCAA. SERVIZOS SOCIAIS,530715.67,0,530715.67,807351.53
45021,TRANSFERENCIAS CCAA. UMAD TRATAMENTO,532531.71,0,532531.71,532531.71
45022,TRANSFERENCIAS CCAA.UMAD PREVENCION,50000,0,50000,97660
45023,TRANSFERENCIAS  CCAA MULLER,52000,0,52000,44800
45024,TRANSFERENCIAS DA CCAA EN MATERIA SOCIAL. EMIGRACION,25918,0,25918,25000
45030,TRANS CTES EN CUMPL DE CONV SUS CON C.A EN MAT DE EDUCACIÓN,114542.4,0,114542.4,57271.2
45050,TRANSFERENCIAS CORRENTES.XUNTAS DE GALICIA,755328.46,170805.52,926133.98,569723.28
45060,OTRAS TRANS CTES EN CUMPLIMIENTO DE CONV SUSCRITOS CON C.A,0,17550,17550,17550
45061,OUTRAS TRANSFERENCIAS CCAA. APORTACIONS VARIAS,0,0,0,18710.07
45062,DE LA ADMINISTRACIÓN GENERAL DE LAS COMUNIDADES AUTÓNOMAS.,0,0,0,33720.7
45063,OUTRAS TRANSFERENCIAS CORRENTES. SERVIZO COMEDOR ESCOLAR,0,0,0,60685.91
45100,TRANSFERENCIAS CORRENTES.ORGANISMO AUTONOMO,25806.45,0,25806.45,0
45300,TRANSFERENCIA CORRENT. S A XESTIÓN XACOBEO MANTEMENTO CAMIÑO,0,0,0,0
46100,"TRANSFERENCIAS DE DEPUTACIÓNS, CONSELLOS E CABILDOS. OUTRAS",0,0,0,19547.78
46101,TRANSFERENCIAS DEPUTACIÓN,144000,0,144000,144000
46102,OUTRAS SUBVENCIONS  DA DEPUTACION,90000,0,90000,58190.92
46103,TRANSFERENCIAS CORRENTE. DEPUTACION CSC DO RURAIS.,140000,0,140000,0
46104,TRANSFERENCIAS CORRENTES DEPUTACIÓN.,77280,0,77280,49275
46105,TRANSFERENCIAS CORRENTES DEPUTACIÓN. MULLER,31066.88,0,31066.88,21373
46106,TRANSFERENCIAS DEPUTACION DTC,450000,0,450000,0
46200,DE ENTES LOCALES,0,0,0,693062.98
46600,SUBVENCIONS CORRENTES.FEMP,0,0,0,2618
46700,SUBVENCIONS CORRENTES.CONSORCIO DA CIDADE DE SANTIAGO,220000,0,220000,220000
49000,SUBVENCIONS CORRENTES DO EXTERIOR.,0,310334.34,310334.34,163096.98
49001,TRANSFERENCIAS DO EXTERIOR.,0,0,0,0
49100,SUBVENCIÓNS CORRENTES DO EXTERIOR.FONDOS FEDER.,554251.04,0,554251.04,100267.73
49700,OUTRAS TRANSFERENCIAS DA UNION EUROPEA.,19560,0,19560,94418.68
52000,XUROS DE DEPOSITOS,50000,0,50000,35723.82
52001,XUROS DE COLOCACION DE EXCEDENTES DA TESOURERIA,160000,0,160000,145699.08
54100,"ARRENDAMENTO INMOBLE RUA DO MEDIO,65.EMUVISSA",10753.2,0,10753.2,14753.7
55000,CONCESIONS E APROVEITAMENTOS ESPECIAIS,320000,0,320000,332629.49
55001,CANON CONTRATO CONCESIÓN SERVIZOS ORA E GRÚA,100540,0,100540,0
55100,CONCESIÓNS CONTRAPRESTACIÓNS NON PERIÓDICAS,0,0,0,0
59900,OUTROS INGRESOS PATRIMONIAIS,0,0,0,3584.88
60000,ENAXENACION DE INVERSIÓNS REAIS,0,0,0,7225.7
60302,PATRIMONIO PÚBLICO DEL SUELO.,200000,0,200000,0
72000,TRANSFERENCIAS DE CAPITAL DO ESTADO,254557.92,204387.09,458945.01,682983.66
72001,TRANSFERENCIAS DE CAPITAL DO ESTADO.Mº MARM,8031.52,0,8031.52,8031.52
72200,TRANSFERENCIAS DE CAPITAL. DE FUNDACIONES ESTATALES.,0,33367.51,33367.51,33367.51
72390,"TR CAPIT DE OTRAS SOC MERC EST, ENT PÚB EMP Y OTROS ORG PÚB",0,12000,12000,6000
75050,TRANSFERENCIAS CAPITAL  SUB C.A.. REMODELACIÓN PRAZA ABASTOS,0,0,0,343413.08
75060,OTRAS TRANSF DE CAPITAL EN CUMP DE CONV SUSCRITOS CON LA C.A,66000,20000,86000,0
75081,OUTRAS TRANSFERENCIAS CAPITAL CC.AA.AGADER,8521.48,0,8521.48,8521.48
75101,TRANSFERENCIAS DE CAPITAL.ORGANISMO AUTONOMO,231036.86,0,231036.86,226852.02
75300,"DE SOC MERC,ENT PÚB EMPR Y OTROS ORGA PÚB DEPEN DE CC.AA",0,0,0,0
76100,TRANSFERENCIAS DA DIPUTACIÓN PROVINCIAL,570000,825430.37,1395430.37,617738.13
76102,SUBVENCION DA DEPUTACION.DEPORTES.CESPED ARTIFICIAL SANLAZAR,0,0,0,0
76103,TRANSFERENCIA DIPUTACIÓN PROVINCIAL. SANEAMENTO EN ROCHIÑA,0,0,0,0
76104,TRANSFERENCIAS DA DEPUTACIÓN PROVINCIAL,0,450844.91,450844.91,373277.75
76700,TRANSFERENCIAS CONSORCIO DA CIDADE DE SANTIAGO.,0,0,0,11092.22
79000,TRANSFERENCIAS DO EXTERIOR,0,0,0,396196.62
79100,OUTRAS TRANSFERENCIAS UNION EUROPEA.URBANA NORTE 2014,1084628.56,2789733.03,3874361.59,332441.84
79101,OUTRAS TRANSFERENCIAS DA U.E. FEADER,49659,0,49659,49659
83000,REINTEGRO DE ANTICIPOS O PERSOAL,80000,0,80000,74565.34
87000,PARA GASTOS GENERALES.,0,5286340.85,5286340.85,0
87010,PARA GASTOS CON FINANCIACIÓN AFECTADA.,0,14767734.42,14767734.42,0
91301,PRÉSTAM RECIBIDOS A L/P DE ENTES DE FUERA DEL SECTOR PÚBLICO,6000000,0,6000000,969697.13
#,TOTALES,100941779.28,25417280.57,126359059.85,96191478.71
