#Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
39903,OUTROS INGRESOS DIVERSOS,20000,0,20000,40201.97
39904,SUMINISTROS A EDIFICIOS PÚBLICOS,80000,0,80000,-24124.31
39906,OUTROS INGRESOS DE CONDENAS EN PROCEDEMENTOS XUDICIAIS,20000,0,20000,5863.76
39910,COSTAS,1000,0,1000,3656.41
39991,OUTROS INGRESOS DIVERSOS,20000,0,20000,114730.39
42001,DE LA ADMINISTRACIÓN GENERAL DEL ESTADO.,0,0,0,60500
42010,PARTICIPACIÓN TRIBUTOS.FONDO COMPLEMENTARIO DE FINANCIACIÓN.,16378993.56,0,16378993.56,17148915.77
42021,COMPENSACIÓN IAE,2797862.64,0,2797862.64,2927136.41
42090,OTRAS TRANSF CORRIENTES DE LA ADMÓN GENERAL DEL ESTADO.,134936.78,0,134936.78,0
42091,SUBVENCIONS DO ESTADO PARA O PACTO LOCAL POLO EMPREGO (FSE),1426310.65,529653.77,1955964.42,0
42092,SUBVENCIONS CORRENTES DO ESTADO. UMAD,0,0,0,68781
42098,SUBVENCIONS DO ESTADO. SUBVENCION DO TRANSPORTE,369000,0,369000,439642.5
45000,PARTICIPACIÓN TRIBUTOS CCAA.FONDO GALEGO COOPERACIÓN LOCAL,3683154.51,0,3683154.51,3693935.4
45001,OUTRAS TRANSFERENCIAS INCONDICIONADAS.ESTATUTO CAPITALIDADE,2325000,0,2325000,2325000
45020,TRANSFERENCIAS CCAA. SERVIZOS SOCIAIS,1535942.26,0,1535942.26,1107498.17
45021,TRANSFERENCIAS CCAA. UMAD TRATAMENTO,532531.71,0,532531.71,911278.29
45022,TRANSFERENCIAS CCAA.UMAD PREVENCION,85680,0,85680,0
45023,TRANSFERENCIAS  CCAA MULLER,45000,0,45000,35107.62
45030,TRANS CTES EN CUMPL DE CONV SUS CON C.A EN MAT DE EDUCACIÓN,152960,0,152960,152960
45050,TRANS.CTES CUMPL CONV SUS CON CCAA MAT EMPREGO E DESEN LOCAL,398200.86,375937.52,774138.38,687657.29
45080,OTRAS SUBV CORRIENTES DE LA ADMÓN GENERAL DE LA C.A,0,0,0,11034.98
45100,TRANSFERENCIAS CORRENTES.ORGANISMO AUTONOMO,60500,0,60500,134936.78
46100,TRANSFERENCIAS DEPUTACIÓN PROVINCIAL POS,169775.19,0,169775.19,169775.19
46101,TRANSFERENCIAS DEPUTACIÓN CSC,144000,0,144000,142971.36
46102,OUTRAS SUBVENCIONS  DA DEPUTACION. EDUCACIÓN,10000,0,10000,10000
46103,TRANSFERENCIAS CORRENTE. DEPUTACION CSC DO RURAIS.,140000,0,140000,140000
46104,TRANSFERENCIAS CORRENTES DEPUTACIÓN. EVENTOS DEPORTIVOS,0,121000,121000,0
46105,TRANSFERENCIAS CORRENTES DEPUTACIÓN.,0,0,0,7629.46
46106,TRANSFERENCIAS DEPUTACION DTC,0,0,0,11720.55
46109,"TRANSFERENCIAS DE DIPUTACIONES, CONSEJOS O CABILDOS. OUTRAS",0,0,0,572676.7
46601,SUBVENCIÓNS CORRENTES AGRUPACIONS MUNICIPIO,0,0,0,-37336.24
46700,SUBVENCIONS CORRENTES.CONSORCIO DA CIDADE.FOGOS APOSTOLO,220000,0,220000,0
49100,SUBVENCIÓNS CORRENTES DO EXTERIOR.FONDOS FEDER.,48821.25,51185.35,100006.6,30535.76
49101,SUBVENCIÓN CORRENTES DO EXTERIOR FEDER. EDUSI,867064.28,194646.4,1061710.68,24740.73
49700,OUTRAS TRANSFERENCIAS DA UNION EUROPEA.,68650,0,68650,55733.48
52000,XUROS DE DEPOSITOS,5000,0,5000,8680.45
54100,"ARRENDAMENTO INMOBLE RUA DO MEDIO,65.EMUVISSA",15079.2,0,15079.2,15079.2
55000,CONCESIONS E APROVEITAMENTOS ESPECIAIS,400000,0,400000,316944.86
55002,CANON NOVAS INSTALACIÓNS DEPORTIVAS,15000,0,15000,19966.3
60300,INGRESOS DERIVADOS DO PATRIMONIO PUBLICO DO SOLO,0,0,0,135535.16
72000,TRANSFERENCIAS DE CAPITAL DO ESTADO,971250,203597.9,1174847.9,971250
72001,TRANSFERENCIAS DO ESTADO,46371,0,46371,-28347.36
72390,"TR CAPIT DE OTRAS SOC MERC EST, ENT PÚB EMP Y OTROS ORG PÚB",0,1812.21,1812.21,29039.12
75060,OTRAS SUBVENCIÓNS DA CCAA.CONVENIOS SUBSCRITOS,77980.5,0,77980.5,0
75080,OUTRAS TRANSFERENCIAS DE CAPITAL DA ADMÓN XERAL DA CC.AA,0,3064,3064,2929.57
75101,TRANSFERENCIAS DE CAPITAL.ORGANISMO AUTONOMO,277500,19961.93,297461.93,277500
75102,DE ORGANISMOS AUTÓNOMOS Y AGENCIAS DE LAS CC.AA.,0,33489.5,33489.5,26791.6
76100,TRANSFERENCIAS DA DIPUTACIÓN PROVINCIAL POS,1298929.84,2036313.12,3335242.96,419006.64
76101,SUBVENCIONS DA DEPUTACION PARA OBRAS REDE SANEAMENTO,0,237323.83,237323.83,317316.98
76105,TRANSFERENCIAS DEPUTACIÓN PARA MEDIO AMBIENTE,0,61222.61,61222.61,0
76700,TRANSFERENCIAS CONSORCIO DA CIDADE DE SANTIAGO.,0,26174.73,26174.73,0
77000,TRANSFERENCIAS DE CAPITAL. DE EMPRESAS PRIVADAS,0,30000,30000,30000
78000,TRANSFERENCIAS DE CAPITAL DE FAMILIAS E ISFL,0,583440.9,583440.9,210949.95
79100,OUTRAS TRANSFERENCIAS UNION EUROPEA.,0,0,0,7046.74
79101,OUTRAS TRANSFERENCIAS DA U.E. FEDER.EDUSI,1601864.46,973480.98,2575345.44,130765.77
82190,REINTEGRO DE PRÉST Y ANTICIPOS CONCEDIDOS A OUTROS SUBSECTOR,8306.76,0,8306.76,0
83000,REINTEGRO DE ANTICIPOS O PERSOAL,80000,0,80000,76387.5
87000,PARA GASTOS GENERALES.,0,7885754.08,7885754.08,0
87010,PARA GASTOS CON FINANCIACIÓN AFECTADA.,0,7614942.45,7614942.45,0
91100,PRÉSTAMOS RECIBIDOS A L/P DE ENTES DO SECTOR PÚBLICO.,536000,2277325,2813325,2045927.77
91301,PRÉSTAM RECIBIDOS A L/P DE ENTES DE FORA DO SECTOR PÚBLICO,3600000,3980992.61,7580992.61,4280000
