#Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
33100,OCUPACION VIA PÚBLICA CON VADOS,250000,0,250000,251674.84
33200,"OCUPACIÓN DO SOLO,SUBSOLO E SAÍNTES",1200000,0,1200000,1563063.74
33500,OCUPACIÓN VÍA PÚBLICA CON MESAS E CADEIRAS,270000,0,270000,167803.8
33600,VENDA AMBULANTE,27000,0,27000,31763.43
33800,INGRESOS DE TELEFÓNICA,310000,0,310000,266840.01
33900,OCUPACION VIA PUBLICA CON VALOS E ANDAMIOS,325000,0,325000,445708.07
33903,OUTRAS TASAS.CONCESIÓNS DE USO PÚBLICO MUNICIPAL,108000,0,108000,15305.16
34100,AXUDA A DOMICILIO,310000,0,310000,240366.15
34200,SERVIZO DE COMEDORES ESCOLARES,804361.02,0,804361.02,0
34201,SERVIZO DE ESCOLAS INFANTÍS DE XESTIÓN MUNICIPAL,167816.23,0,167816.23,71243.56
34202,SERVIZO DA ESCOLA MUNICIPAL DE MÚSICA,75546.58,0,75546.58,0
34901,PUBLICACIÓNS E ACTIVIDADES,137000,0,137000,33817.05
35100,CONTRIBUCIÓNS ESPECIAIS.ESTABLEC.OU AMPLIAC.DE SERVIZOS,410432.7,314638.22,725070.92,725070.92
38900,REINTEGRO DE PRESUPOSTOS PECHADOS,0,0,0,13086.57
38901,REINTEGRO DOS ANUNCIOS POR CONTA DE PARTICULARES,6800,0,6800,0
39110,MULTAS TRIBUTARIAS,225000,0,225000,176891.1
39120,SANCIÓNS DE TRÁFICO,2400000,0,2400000,2204436.99
39190,MULTAS MEDIO AMBIENTE (CONCEPTO XENÉRICO),75000,0,75000,60014.99
39191,MULTAS COERCITIVAS,40000,0,40000,36122.91
39192,SANCIÓNS PREVENCIÓN CONSUMO BEBIDAS ALCOHÓLICAS,38000,0,38000,601.02
39193,MULTAS. OUTRAS MULTAS E SANCIÓNS NON INCLUÍDAS NOUTROS CONCE,0,0,0,3240
39200,RECARGO POR DECLARACIÓN EXTEMPORÁNEA,20000,0,20000,24100.61
39211,RECARGO DE PREMA,350000,0,350000,382528.47
39300,XUROS DE MORA,250000,0,250000,195863.44
39610,CUOTAS DE URBANIZACIÓN.,0,0,0,89808.11
39900,OUTROS INGRESOS DERIVADOS DA XESTIÓN DE MULTAS,125000,0,125000,23045.15
39901,INGRESOS POR DANOS BENS MUNICIPAIS.SINISTROS,48000,0,48000,39773.37
39902,ACTUACIÓNS POR EXECUCIONS SUBSIDIARIAS. EXSUB,10000,0,10000,47394.92
39903,OUTROS INGRESOS DIVERSOS,50000,0,50000,-6348.93
39906,OUTROS INGRESOS DE CONDENAS EN PROCEDEMENTOS XUDICIAIS,18000,0,18000,0
39909,OUTROS INGRESOS DIVERSOS.CONVENIOS FINANC ACTIVID DE FESTAS,18000,0,18000,0
39910,COSTAS,1000,0,1000,2558.38
39991,OUTROS INGRESOS DIVERSOS,40000,0,40000,120477.11
42001,DE LA ADMINISTRACIÓN GENERAL DEL ESTADO.,0,35451,35451,0
42010,PARTICIPACIÓN TRIBUTOS.FONDO COMPLEMENTARIO DE FINANCIACIÓN.,17778487.55,0,17778487.55,17793223.93
42021,COMPENSACIÓN IAE,3032833.69,0,3032833.69,3138288.77
42090,OTRAS TRANSF CORRIENTES DE LA ADMÓN GENERAL DEL ESTADO.,15491.47,0,15491.47,12732.41
42091,SUBVENCIONS DO ESTADO PARA O PACTO LOCAL POLO EMPREGO (FSE),0,0,0,274156.38
42098,SUBVENCIONS DO ESTADO. SUBVENCION DO TRANSPORTE,438408,0,438408,446784.18
45000,PARTICIPACIÓN TRIBUTOS CCAA.FONDO GALEGO COOPERACIÓN LOCAL,3727671.58,0,3727671.58,3707126.88
45001,OUTRAS TRANSFERENCIAS INCONDICIONADAS.ESTATUTO CAPITALIDADE,2392425,0,2392425,2392425
45020,TRANSFERENCIAS CCAA. SERVIZOS SOCIAIS,1831750.13,164064.24,1995814.37,1525400.78
45021,TRANSFERENCIAS CCAA. UMAD TRATAMENTO,532531.71,0,532531.71,535931.1
45022,TRANSFERENCIAS CCAA.UMAD PREVENCION,57813.33,0,57813.33,86720
45023,TRANSFERENCIAS  CCAA MULLER,42461.13,0,42461.13,45334
45030,TRANS CTES EN CUMPL DE CONV SUS CON C.A EN MAT DE EDUCACIÓN,159813,0,159813,131386
45050,TRANS.CTES CUMPL CONV SUS CON CCAA MAT EMPREGO E DESEN LOCAL,669350.11,473698.95,1143049.06,838186.76
45080,OUTRAS SUBV CORRENTES DA ADMÓN XERAL DA CC.AA.,0,14999.16,14999.16,15876.17
45100,TRANSFERENCIAS CORRENTES.ORGANISMO AUTONOMO,0,0,0,181809.83
45101,TRANSFERENCIAS CORRENTES.ORGANISMO AUTONOMO,181809.83,0,181809.83,40000
45150,TRANSF CORRENTES OA. E AXENCIAS DAS CC.AA. EN MATERIA DE EMP,0,15000,15000,0
46100,TRANSFERENCIAS DEPUTACIÓN PROVINCIAL POS,351735.07,0,351735.07,357856.04
46101,TRANSFERENCIAS DEPUTACIÓN CSC,144000,0,144000,144000
46102,OUTRAS SUBVENCIONS  DA DEPUTACION. EDUCACIÓN,93432.97,0,93432.97,10000
46103,TRANSFERENCIAS CORRENTE. DEPUTACION CSC DO RURAIS.,140000,0,140000,280000
46104,TRANSFERENCIAS CORRENTES DEPUTACIÓN. GASTO SOCIAL,0,76943.44,76943.44,83041.66
46107,TRANSFERENCIAS CORRENTES DEPUTACION PARA PROMOCIÓN ECONÓMICA,0,0,0,120000
46109,"TRANSFERENCIAS DE DIPUTACIONES, CONSEJOS O CABILDOS. OUTRAS",0,0,0,-86317.99
46700,SUBVENCIONS CORRENTES.CONSORCIO DA CIDADE.FOGOS APOSTOLO,260000,0,260000,113517.89
49100,SUBVENCIÓNS CORRENTES DO EXTERIOR.FONDOS FEDER.,67330.71,3068.19,70398.9,76347.2
49101,SUBVENCIÓN CORRENTES DO EXTERIOR FEDER. EDUSI,366078.27,481703.87,847782.14,0
49700,OUTRAS TRANSFERENCIAS DA UNION EUROPEA.,1400,7835.29,9235.29,107361.52
52000,XUROS DE DEPOSITOS,0,0,0,-5.3
54100,"ARRENDAMENTO INMOBLE RUA DO MEDIO,65.EMUVISSA",15079.2,0,15079.2,36667.58
55000,CONCESIONS E APROVEITAMENTOS ESPECIAIS,330000,0,330000,429638.78
55002,CANON NOVAS INSTALACIÓNS DEPORTIVAS,18000,0,18000,14489.87
60300,INGRESOS DERIVADOS DO PATRIMONIO PUBLICO DO SOLO,5263628.88,0,5263628.88,2542528.76
72000,TRANSFERENCIAS DE CAPITAL DO ESTADO,0,203547.9,203547.9,155.9
72001,TRANSFERENCIAS DO ESTADO,0,10920,10920,0
75030,TRANS CAPIT EN CUMPL DE CONV SUS CON C.A EN MAT DE EDUCACIÓN,0,0,0,12117.36
75060,OTRAS TRANSF DE CAPITAL EN CUMP DE CONV SUSCRITOS CON LA C.A,0,82218.06,82218.06,55000
75080,OTRAS TRANSFERENCIAS DE CAPITAL DE LA ADMÓN GNRAL DE LA C.A,0,14018.83,14018.83,17771.17
75101,TRANSFERENCIAS DE CAPITAL.ORGANISMO AUTONOMO,0,19961.93,19961.93,0
75103,DE ORGANISMOS AUTÓNOMOS E AXENCIAS DAS CC.AA.,210000,0,210000,0
75104,DE AXENCIAS DA CC.AA. AXENCIA TURISMO DE GALICIA,0,48050,48050,0
76100,TRANSFERENCIAS DA DIPUTACIÓN PROVINCIAL POS,1158132.56,2080946.81,3239079.37,43586.92
76101,SUBVENCIONS DA DEPUTACION PARA OBRAS REDE SANEAMENTO,0,252123.59,252123.59,0
76102,SUBV. DEPUTACION. CASA DAS MÁQUINAS,0,201645.38,201645.38,0
76104,TRANSFERENCIAS DA DEPUTACIÓN PROVINCIAL. GASTO SOCIAL,0,15000,15000,15000
76110,TRANSF. CAPITAL DA DEPUTACIÓN EN CUMP DE CONVENIOS SUBSCRITO,0,55000,55000,7662.43
78000,TRANSFERENCIAS DE CAPITAL DE FAMILIAS E ISFL,0,211405.08,211405.08,0
79101,OUTRAS TRANSFERENCIAS DA U.E. FEDER.EDUSI,2448081.96,1798264.04,4246346,16960.4
83000,REINTEGRO DE ANTICIPOS O PERSOAL,65000,0,65000,40203.99
87000,PARA GASTOS GENERALES.,0,11674861.74,11674861.74,0
87010,PARA GASTOS CON FINANCIACIÓN AFECTADA.,0,12694453.48,12694453.48,0
91100,PRÉSTAMOS RECIBIDOS A L/P DE ENTES DO SECTOR PÚBLICO.,1344396.15,504295.71,1848691.86,1236590.77
91301,PRÉSTAM RECIBIDOS A L/P DE ENTES DE FORA DO SECTOR PÚBLICO,1200000,4495007.41,5695007.41,2400383.88
