#Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos,,,,
45020,TRANSFERENCIAS CCAA. SERVIZOS SOCIAIS,2018422.76,,,,,,,
45021,TRANSFERENCIAS CCAA. UMAD TRATAMENTO,532531.71,,,,,,,
45022,TRANSFERENCIAS CCAA.UMAD PREVENCION,57813.33,,,,,,,
45023,TRANSFERENCIAS  CCAA MULLER,45000,,,,,,,
45030,TRANS CTES EN CUMPL DE CONV SUS CON C.A EN MAT DE EDUCACIÓN,196877.9,,,,,,,
45050,TRANS.CTES CUMPL CONV SUS CON CCAA MAT EMPREGO E DESEN LOCAL,907237.77,,,,,,,
45101,TRANSFERENCIAS CORRENTES.ORGANISMO AUTONOMO,57750,,,,,,,
46100,TRANSFERENCIAS DEPUTACIÓN PROVINCIAL POS,220277.57,,,,,,,
46101,TRANSFERENCIAS DEPUTACIÓN CSC,144000,,,,,,,
46102,OUTRAS SUBVENCIONS  DA DEPUTACION. EDUCACIÓN,10000,,,,,,,
46103,TRANSFERENCIAS CORRENTE. DEPUTACION CSC DO RURAIS.,140000,,,,,,,
46104,TRANSFERENCIAS CORRENTES DEPUTACIÓN. GASTO SOCIAL,320521.02,,,,,,,
46700,SUBVENCIONS CORRENTES.CONSORCIO DA CIDADE.FOGOS APOSTOLO,300000,,,,,,,
49101,SUBVENCIÓN CORRENTES DO EXTERIOR FEDER. EDUSI,397905.38,,,,,,,
54100,"ARRENDAMENTO INMOBLE RUA DO MEDIO,65.EMUVISSA",9517.2,,,,,,,
55000,CONCESIONS E APROVEITAMENTOS ESPECIAIS,330000,,,,,,,
55002,CANON NOVAS INSTALACIÓNS DEPORTIVAS,18000,,,,,,,
60300,INGRESOS DERIVADOS DO PATRIMONIO PUBLICO DO SOLO,2128434,,,,,,,
72000,TRANSFERENCIAS DE CAPITAL DO ESTADO,213000,,,,,,,
72001,TRANSFERENCIAS DO ESTADO,1098244.4,,,,,,,
75060,OTRAS TRANSF DE CAPITAL EN CUMP DE CONV SUSCRITOS CON LA C.A,77980,,,,,,,
75103,DE ORGANISMOS AUTÓNOMOS E AXENCIAS DAS CC.AA.,188000,,,,,,,
76100,TRANSFERENCIAS DA DIPUTACIÓN PROVINCIAL POS,1180479.7,,,,,,,
79101,OUTRAS TRANSFERENCIAS DA U.E. FEDER.EDUSI,1668005.17,,,,,,,
83000,REINTEGRO DE ANTICIPOS O PERSOAL,65000,,,,,,,
91100,PRÉSTAMOS RECIBIDOS A L/P DE ENTES DO SECTOR PÚBLICO.,2174764.09,,,,,,,
91301,PRÉSTAM RECIBIDOS A L/P DE ENTES DE FORA DO SECTOR PÚBLICO,10000000,,,,,,,
